title,total,price,qu,lu,xiaoqu,huxing,louceng,mianji,taoneimianji,jianzhuleixing,chaoxiang,jianchengniandai,zhuangxiuqingkuang,jianzhujiegou,gongnuanfangshi,tihubili,dianti,jiaoyishuxing,fangwuyongtu,chanquannianxian
阳二小区1室1厅36.86平米_上海阳二小区二手房成交房源(上海链家),200,54260,浦东,洋泾,阳二小区,1室1厅1厨1卫,高楼层(共6层),36.86㎡,平层,板楼,南,1994,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
泗塘三村1室1厅28.52平米_上海泗塘三村二手房成交房源(上海链家),146,51193,宝山,张庙,泗塘三村,1室1厅1厨1卫,低楼层(共5层),28.52㎡,平层,板楼,南,1985,精装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
华高一村2室1厅77.27平米_上海华高一村二手房成交房源(上海链家),312,40378,浦东,高行,华高一村,2室1厅1厨1卫,高楼层(共6层),77.27㎡,平层,板楼,南,1994,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
田林十二村1室1厅32.15平米_上海田林十二村二手房成交房源(上海链家),306,95179,徐汇,田林,田林十二村,1室1厅1厨1卫,低楼层(共7层),32.15㎡,平层,板楼,南,1987,简装,钢混结构,,一梯四户,无,商品房,普通住宅,暂无数据
合生城邦四街坊2室2厅90.2平米_上海合生城邦四街坊二手房成交房源(上海链家),321,35588,闵行,老闵行,合生城邦四街坊,2室2厅1厨1卫,低楼层(共18层),90.2㎡,平层,板楼,南北,2012,精装,钢混结构,,两梯三户,有,商品房,普通住宅,暂无数据
长春小区2室1厅66.35平米_上海长春小区二手房成交房源(上海链家),455,68576,徐汇,田林,长春小区,2室1厅0厨1卫,中楼层(共6层),66.35㎡,平层,板楼,南,1994,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
景舒苑一村1室1厅49.14平米_上海景舒苑一村二手房成交房源(上海链家),216,43957,闵行,浦江,景舒苑一村,1室1厅1厨1卫,高楼层(共6层),49.14㎡,平层,板楼,南北,2005,简装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
田林十二村2室1厅47.63平米_上海田林十二村二手房成交房源(上海链家),411,86291,徐汇,田林,田林十二村,2室1厅1厨1卫,中楼层(共6层),47.63㎡,平层,板楼,南,1985,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
阳光威尼斯(三期)3室1厅90.49平米_上海阳光威尼斯(三期)二手房成交房源(上海链家),386,42657,普陀,真光,阳光威尼斯(三期),3室1厅1厨1卫,中楼层(共26层),90.49㎡,平层,板楼,东南北,2006,简装,钢混结构,,两梯五户,有,商品房,普通住宅,暂无数据
新长小区1室0厅34.98平米_上海新长小区二手房成交房源(上海链家),176,50315,普陀,甘泉宜川,新长小区,1室0厅1厨1卫,中楼层(共6层),34.98㎡,平层,板楼,南,1993,简装,砖混结构,,一梯五户,无,商品房,普通住宅,暂无数据
圣陶沙花园(公寓)3室2厅107.6平米_上海圣陶沙花园(公寓)二手房成交房源(上海链家),525,48792,闵行,莘庄,圣陶沙花园(公寓),3室2厅1厨1卫,低楼层(共9层),107.6㎡,平层,板楼,南,2001,精装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
中恒苑2室1厅92.56平米_上海中恒苑二手房成交房源(上海链家),492,53155,徐汇,植物园,中恒苑,2室1厅1厨1卫,中楼层(共6层),92.56㎡,平层,板楼,南,1998,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
绿地领海(商业类)3室2厅50.95平米_上海绿地领海(商业类)二手房成交房源(上海链家),109,21394,宝山,上大,绿地领海(商业类),3室2厅0厨2卫,中楼层(共18层),50.95㎡,暂无数据,塔楼,北,未知,精装,钢混结构,,二十梯十五户,有,商品房,商业办公类,暂无数据
竹园公寓2室1厅77.43平米_上海竹园公寓二手房成交房源(上海链家),207,26734,嘉定,菊园新区,竹园公寓,2室1厅1厨1卫,中楼层(共6层),77.43㎡,平层,板楼,南,1994,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
贝尚湾(公寓)1室2厅64.77平米_上海贝尚湾(公寓)二手房成交房源(上海链家),337,52031,松江,九亭,贝尚湾(公寓),1室2厅0厨1卫,中楼层(共16层),64.77㎡,平层,板楼,南,2012,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
红明二村2室1厅61.48平米_上海红明二村二手房成交房源(上海链家),304,49366,闵行,静安新城,红明二村,2室1厅1厨1卫,高楼层(共6层),61.48㎡,平层,板楼,南,1994,精装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
樱花坊2室1厅73.87平米_上海樱花坊二手房成交房源(上海链家),613,82984,浦东,花木,樱花坊,2室1厅1厨1卫,低楼层(共6层),73.87㎡,平层,板楼,南,1995,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
临港海滨国际花园2室2厅86.16平米_上海临港海滨国际花园二手房成交房源(上海链家),193,22401,浦东,临港新城,临港海滨国际花园,2室2厅1厨1卫,中楼层(共12层),86.16㎡,平层,板楼,东,2011,精装,钢混结构,,一梯五户,有,商品房,普通住宅,暂无数据
江海二村(奉贤)2室2厅86.27平米_上海江海二村(奉贤)二手房成交房源(上海链家),138,15997,奉贤,南桥,江海二村(奉贤),2室2厅1厨1卫,中楼层(共6层),86.27㎡,平层,板楼,南,1995,毛坯,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
蔚蓝城市花园2室2厅95.94平米_上海蔚蓝城市花园二手房成交房源(上海链家),708,73797,闵行,古美,蔚蓝城市花园,2室2厅1厨1卫,中楼层(共14层),95.94㎡,暂无数据,板楼,南,2004,精装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
沧源小区2室1厅55.04平米_上海沧源小区二手房成交房源(上海链家),223,40516,闵行,老闵行,沧源小区,2室1厅1厨1卫,高楼层(共6层),55.04㎡,暂无数据,板楼,南,1994,简装,砖混结构,,一梯三户,无,商品房,普通住宅,暂无数据
仁恒运杰河滨花园1室2厅78.17平米_上海仁恒运杰河滨花园二手房成交房源(上海链家),262,33517,青浦,夏阳,仁恒运杰河滨花园,1室2厅1厨1卫,中楼层(共18层),78.17㎡,平层,板楼,南,2010,其他,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
御沁园(公寓)3室2厅115.45平米_上海御沁园(公寓)二手房成交房源(上海链家),610,52837,浦东,周浦,御沁园(公寓),3室2厅1厨2卫,高楼层(共21层),115.45㎡,暂无数据,板楼,南,2013,毛坯,钢混结构,,两梯三户,有,商品房,普通住宅,暂无数据
上南八村1室0厅29.58平米_上海上南八村二手房成交房源(上海链家),162,54767,浦东,世博,上南八村,1室0厅1厨1卫,高楼层(共6层),29.58㎡,平层,板楼,南,1986,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
龙湖紫都城3室2厅90.84平米_上海龙湖紫都城二手房成交房源(上海链家),364,40071,青浦,赵巷,龙湖紫都城,3室2厅1厨1卫,中楼层(共22层),90.84㎡,平层,板楼,南,未知,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
康健路25弄1室1厅36.27平米_上海康健路25弄二手房成交房源(上海链家),322,88779,徐汇,康健,康健路25弄,1室1厅1厨1卫,低楼层(共5层),36.27㎡,平层,板楼,南,1979,精装,砖混结构,,一梯五户,无,商品房,普通住宅,暂无数据
日月华庭4室3厅211.5平米_上海日月华庭二手房成交房源(上海链家),570,26951,闵行,颛桥,日月华庭,4室3厅1厨3卫,高楼层(共6层),211.5㎡,复式,板楼,南,2004,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
凯德新视界(一期)2室2厅83.7平米_上海凯德新视界(一期)二手房成交房源(上海链家),162,19355,浦东,万祥镇,凯德新视界(一期),2室2厅1厨1卫,中楼层(共18层),83.7㎡,平层,板楼,南,2015,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
潍坊九村2室1厅49.48平米_上海潍坊九村二手房成交房源(上海链家),425,85894,浦东,潍坊,潍坊九村,2室1厅1厨1卫,中楼层(共6层),49.48㎡,平层,板楼,南,1986,精装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
申莘三村2室2厅80.02平米_上海申莘三村二手房成交房源(上海链家),302,37679,闵行,颛桥,申莘三村,2室2厅1厨1卫,高楼层(共6层),80.02㎡,暂无数据,板楼,南,1998,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
康桥水都(公寓)2室1厅78.01平米_上海康桥水都(公寓)二手房成交房源(上海链家),320,41021,宝山,杨行,康桥水都(公寓),2室1厅0厨1卫,高楼层(共11层),78.01㎡,暂无数据,板楼,南,2007,毛坯,钢混结构,,一梯三户,有,商品房,普通住宅,暂无数据
万科城市花园3室2厅94.67平米_上海万科城市花园二手房成交房源(上海链家),493,52076,闵行,七宝,万科城市花园,3室2厅0厨2卫,中楼层(共7层),94.67㎡,平层,板楼,南,1994,简装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
朗诗未来街区2室2厅68平米_上海朗诗未来街区二手房成交房源(上海链家),208,30589,奉贤,奉贤金汇,朗诗未来街区,2室2厅1厨1卫,中楼层(共5层),68㎡,暂无数据,板楼,南北,2015,简装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
古北菊翔苑(菊联路232弄)2室2厅74.91平米_上海古北菊翔苑(菊联路232弄)二手房成交房源(上海链家),285,38046,宝山,顾村,古北菊翔苑(菊联路232弄),2室2厅1厨1卫,中楼层(共8层),74.91㎡,平层,板楼,南,2008,精装,钢混结构,,一梯三户,有,商品房,普通住宅,暂无数据
民乐佳苑三区2室1厅67.65平米_上海民乐佳苑三区二手房成交房源(上海链家),200,29564,青浦,盈浦,民乐佳苑三区,2室1厅0厨1卫,高楼层(共5层),67.65㎡,平层,板楼,南,2006,毛坯,钢混结构,,一梯两户,无,动迁安置房,普通住宅,暂无数据
科宁公寓1室1厅44.68平米_上海科宁公寓二手房成交房源(上海链家),235,52597,长宁,中山公园,科宁公寓,1室1厅1厨1卫,低楼层(共24层),44.68㎡,平层,塔楼,南,1991,精装,钢混结构,,两梯十二户,有,商品房,普通住宅,暂无数据
阳光城MODO自由区3室2厅62平米_上海阳光城MODO自由区二手房成交房源(上海链家),200,32259,浦东,高行,阳光城MODO自由区,3室2厅1厨2卫,低楼层(共20层),62㎡,暂无数据,塔楼,东北,2014,精装,钢混结构,,四梯二十三户,有,商品房,商业办公类,暂无数据
金杨二街坊2室1厅61.75平米_上海金杨二街坊二手房成交房源(上海链家),297,48098,浦东,金杨,金杨二街坊,2室1厅1厨1卫,高楼层(共7层),61.75㎡,平层,板楼,东南,1995,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
天际蓝桥1室1厅60.51平米_上海天际蓝桥二手房成交房源(上海链家),295,48753,嘉定,江桥,天际蓝桥,1室1厅1厨1卫,中楼层(共17层),60.51㎡,平层,板楼,南,2011,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
怡泰家苑3室2厅113.27平米_上海怡泰家苑二手房成交房源(上海链家),678,59857,浦东,世博,怡泰家苑,3室2厅1厨1卫,中楼层(共6层),113.27㎡,平层,板楼,南,2001,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
寿一小区1室1厅40.71平米_上海寿一小区二手房成交房源(上海链家),185,45444,浦东,金桥,寿一小区,1室1厅1厨1卫,高楼层(共6层),40.71㎡,平层,板楼,南,1994,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
首创旭辉城3室2厅85.41平米_上海首创旭辉城二手房成交房源(上海链家),214,25056,嘉定,徐行,首创旭辉城,3室2厅1厨1卫,低楼层(共21层),85.41㎡,平层,板楼,南,未知,精装,钢混结构,,一梯三户,暂无数据,商品房,普通住宅,暂无数据
鸿玺郡(北区)(别墅)4室2厅289平米_上海鸿玺郡(北区)(别墅)二手房成交房源(上海链家),580,20070,青浦,朱家角,鸿玺郡(北区)(别墅),4室2厅1厨3卫,低楼层(共3层),289㎡,暂无数据,板塔结合,南,未知,毛坯,钢混结构,,一梯一户,暂无数据,商品房,别墅,暂无数据
真光七街坊1室0厅40.85平米_上海真光七街坊二手房成交房源(上海链家),190,46512,普陀,真光,真光七街坊,1室0厅1厨1卫,中楼层(共6层),40.85㎡,平层,板楼,南,1994,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
古美八村3室1厅78.18平米_上海古美八村二手房成交房源(上海链家),415,53083,闵行,古美,古美八村,3室1厅1厨1卫,中楼层(共6层),78.18㎡,平层,板楼,南,1993,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
玉兰香苑二期B块1室1厅57.91平米_上海玉兰香苑二期B块二手房成交房源(上海链家),320,55259,浦东,张江,玉兰香苑二期B块,1室1厅1厨1卫,中楼层(共6层),57.91㎡,平层,板楼,南,2009,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
西环三村2室1厅58.98平米_上海西环三村二手房成交房源(上海链家),237,40099,闵行,莘庄,西环三村,2室1厅1厨1卫,低楼层(共6层),58.98㎡,平层,板楼,南北,1994,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
大上海国际花园六区3室2厅100.2平米_上海大上海国际花园六区二手房成交房源(上海链家),555,55340,闵行,静安新城,大上海国际花园六区,3室2厅1厨1卫,中楼层(共7层),100.2㎡,平层,板楼,南,1994,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
三林世博家园(板泉路2000弄)2室1厅76.33平米_上海三林世博家园(板泉路2000弄)二手房成交房源(上海链家),383,50177,浦东,杨思前滩,三林世博家园(板泉路2000弄),2室1厅1厨1卫,中楼层(共17层),76.33㎡,平层,板楼,南,2006,简装,钢混结构,,一梯四户,有,商品房,普通住宅,暂无数据
金唐公寓2室2厅79.3平米_上海金唐公寓二手房成交房源(上海链家),345,43506,浦东,唐镇,金唐公寓,2室2厅1厨1卫,中楼层(共6层),79.3㎡,平层,板楼,南北,2006,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
月浦十村2室1厅56.07平米_上海月浦十村二手房成交房源(上海链家),181,32282,宝山,月浦,月浦十村,2室1厅1厨1卫,低楼层(共6层),56.07㎡,平层,板楼,南,1990,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
乐业一村2室1厅57.57平米_上海乐业一村二手房成交房源(上海链家),188,32570,宝山,月浦,乐业一村,2室1厅1厨1卫,中楼层(共6层),57.57㎡,平层,板楼,北南,1994,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
绿川小区3室1厅83平米_上海绿川小区二手房成交房源(上海链家),365,43976,浦东,北蔡,绿川小区,3室1厅1厨1卫,高楼层(共6层),83㎡,平层,板楼,南,1996,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
万科四季花城车位27.76平米_上海万科四季花城二手房成交房源(上海链家),16,5692,宝山,杨行,万科四季花城,车位,地下室(共1层),27.76㎡,暂无数据,板楼,南,2009,其他,钢混结构,,暂无数据,无,商品房,车库,暂无数据
万科假日风景(公寓)2室2厅91平米_上海万科假日风景(公寓)二手房成交房源(上海链家),606,66594,闵行,莘庄,万科假日风景(公寓),2室2厅1厨1卫,中楼层(共6层),91㎡,暂无数据,板楼,南,2002,其他,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
新凯城兰馨苑2室1厅71.88平米_上海新凯城兰馨苑二手房成交房源(上海链家),175,24319,松江,泗泾,新凯城兰馨苑,2室1厅1厨1卫,低楼层(共18层),71.88㎡,暂无数据,板楼,南,2015,其他,钢混结构,,一梯四户,有,商品房,普通住宅,暂无数据
凯虹家园3室2厅132.49平米_上海凯虹家园二手房成交房源(上海链家),870,65666,虹口,临平路,凯虹家园,3室2厅1厨2卫,高楼层(共33层),132.49㎡,复式,板楼,南,2001,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
王家宅小区2室1厅54.66平米_上海王家宅小区二手房成交房源(上海链家),369,67509,浦东,潍坊,王家宅小区,2室1厅1厨1卫,高楼层(共6层),54.66㎡,平层,板楼,南,1994,其他,砖混结构,,一梯三户,无,商品房,普通住宅,暂无数据
金桥新城2室2厅105.09平米_上海金桥新城二手房成交房源(上海链家),551,52432,浦东,金桥,金桥新城,2室2厅1厨1卫,低楼层(共14层),105.09㎡,平层,板楼,南,2004,简装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
海华花园2室2厅88.98平米_上海海华花园二手房成交房源(上海链家),780,87661,黄浦,打浦桥,海华花园,2室2厅1厨1卫,中楼层(共33层),88.98㎡,平层,板塔结合,东南,1994,精装,钢混结构,,三梯六户,有,商品房,普通住宅,暂无数据
亿豪名邸4室2厅189.02平米_上海亿豪名邸二手房成交房源(上海链家),1242,65681,闵行,七宝,亿豪名邸,4室2厅1厨0卫,低楼层(共3层),189.02㎡,复式,板楼,南,2002,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
大豪公寓3室2厅131.75平米_上海大豪公寓二手房成交房源(上海链家),310,23530,青浦,夏阳,大豪公寓,3室2厅1厨2卫,中楼层(共5层),131.75㎡,平层,板楼,南,2001,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
嘉善坊3室1厅79.23平米_上海嘉善坊二手房成交房源(上海链家),308,38875,嘉定,丰庄,嘉善坊,3室1厅1厨1卫,高楼层(共6层),79.23㎡,平层,板楼,南,1997,精装,砖混结构,,一梯三户,无,商品房,普通住宅,暂无数据
静安新城十区1室1厅52.11平米_上海静安新城十区二手房成交房源(上海链家),291,55844,闵行,静安新城,静安新城十区,1室1厅1厨1卫,中楼层(共6层),52.11㎡,平层,板楼,南,1997,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
天居玲珑湾2室2厅90.26平米_上海天居玲珑湾二手房成交房源(上海链家),232,25704,嘉定,徐行,天居玲珑湾,2室2厅1厨1卫,高楼层(共16层),90.26㎡,平层,板楼,南,2013,精装,钢混结构,,一梯四户,暂无数据,商品房,普通住宅,暂无数据
崧泽华城佳福雅苑（五区）2室1厅77.9平米_上海崧泽华城佳福雅苑（五区）二手房成交房源(上海链家),221,28306,青浦,赵巷,崧泽华城佳福雅苑（五区）,2室1厅1厨1卫,高楼层(共17层),77.9㎡,平层,板楼,南,未知,毛坯,钢混结构,,两梯四户,有,动迁安置房,普通住宅,暂无数据
江海花园3室1厅99.64平米_上海江海花园二手房成交房源(上海链家),219,21909,奉贤,南桥,江海花园,3室1厅1厨2卫,高楼层(共6层),99.64㎡,平层,板楼,南,2000,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
嘉城新航域2室2厅82.76平米_上海嘉城新航域二手房成交房源(上海链家),342,41264,嘉定,江桥,嘉城新航域,2室2厅1厨1卫,高楼层(共17层),82.76㎡,平层,板楼,南,2009,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
石泉六村2室1厅45.88平米_上海石泉六村二手房成交房源(上海链家),276,60157,普陀,光新,石泉六村,2室1厅0厨1卫,低楼层(共6层),45.88㎡,平层,板楼,南,1978,精装,砖混结构,,一梯七户,无,商品房,普通住宅,暂无数据
浦润苑2室1厅80.22平米_上海浦润苑二手房成交房源(上海链家),248,30915,闵行,浦江,浦润苑,2室1厅1厨1卫,中楼层(共7层),80.22㎡,平层,板楼,南北,2012,简装,钢混结构,,一梯三户,有,动迁安置房,普通住宅,暂无数据
浦江世博家园九街坊2室2厅75.29平米_上海浦江世博家园九街坊二手房成交房源(上海链家),361,47948,闵行,浦江,浦江世博家园九街坊,2室2厅0厨1卫,中楼层(共5层),75.29㎡,平层,板楼,南北,2006,精装,钢混结构,,一梯两户,无,动迁安置房,普通住宅,暂无数据
漕泾一村1室1厅37.9平米_上海漕泾一村二手房成交房源(上海链家),307,80871,徐汇,康健,漕泾一村,1室1厅1厨1卫,低楼层(共6层),37.9㎡,平层,板楼,南,1986,其他,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
象屿上海年华3室2厅106平米_上海象屿上海年华二手房成交房源(上海链家),389,36680,松江,莘闵别墅,象屿上海年华,3室2厅1厨2卫,高楼层(共8层),106㎡,平层,板楼,南,未知,精装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
宝钢二村2室0厅47.26平米_上海宝钢二村二手房成交房源(上海链家),233,49302,宝山,淞宝,宝钢二村,2室0厅1厨1卫,中楼层(共6层),47.26㎡,暂无数据,板楼,南,1983,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
南新四村2室1厅54.94平米_上海南新四村二手房成交房源(上海链家),259,47143,浦东,北蔡,南新四村,2室1厅1厨1卫,高楼层(共6层),54.94㎡,平层,板楼,南,1995,简装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
慧华东苑3室1厅86.46平米_上海慧华东苑二手房成交房源(上海链家),353,40829,宝山,上大,慧华东苑,3室1厅1厨1卫,高楼层(共6层),86.46㎡,暂无数据,板楼,南北,2011,精装,钢混结构,,一梯两户,无,动迁安置房,普通住宅,暂无数据
万里雅筑2室2厅107.82平米_上海万里雅筑二手房成交房源(上海链家),715,66315,普陀,万里,万里雅筑,2室2厅1厨1卫,高楼层(共14层),107.82㎡,平层,板楼,南北,2010,精装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
中春三水苑2室2厅89.4平米_上海中春三水苑二手房成交房源(上海链家),398,44520,闵行,春申,中春三水苑,2室2厅1厨1卫,低楼层(共12层),89.4㎡,暂无数据,板楼,南北,2011,毛坯,钢混结构,,一梯四户,有,动迁安置房,普通住宅,暂无数据
罗城小区2室1厅65.95平米_上海罗城小区二手房成交房源(上海链家),315,47764,徐汇,上海南站,罗城小区,2室1厅1厨1卫,高楼层(共6层),65.95㎡,暂无数据,板楼,东南,1997,简装,砖混结构,,一梯四户,无,售后公房,普通住宅,暂无数据
惠康苑2室1厅79.86平米_上海惠康苑二手房成交房源(上海链家),189,23667,浦东,惠南,惠康苑,2室1厅1厨1卫,中楼层(共16层),79.86㎡,平层,板楼,南北,2014,毛坯,钢混结构,,两梯六户,有,动迁安置房,普通住宅,暂无数据
纪念小区2室1厅50.1平米_上海纪念小区二手房成交房源(上海链家),270,53893,虹口,江湾镇,纪念小区,2室1厅1厨1卫,低楼层(共6层),50.1㎡,平层,板楼,南,1992,精装,砖混结构,,一梯三户,无,商品房,普通住宅,暂无数据
荡湾新村2室1厅64.43平米_上海荡湾新村二手房成交房源(上海链家),146,22583,浦东,惠南,荡湾新村,2室1厅0厨1卫,中楼层(共6层),64.43㎡,平层,板楼,南,1983,简装,砖混结构,,一梯三户,无,商品房,普通住宅,暂无数据
天台家园2室2厅92.57平米_上海天台家园二手房成交房源(上海链家),750,81020,长宁,仙霞,天台家园,2室2厅1厨1卫,高楼层(共10层),92.57㎡,平层,板楼,南北,2003,简装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
绿洲香岛花园2室2厅131.33平米_上海绿洲香岛花园二手房成交房源(上海链家),432,32895,松江,莘闵别墅,绿洲香岛花园,2室2厅1厨2卫,中楼层(共16层),131.33㎡,平层,板楼,南北,2007,精装,钢混结构,,两梯两户,有,商品房,普通住宅,暂无数据
建发玖珑湾2室2厅80.55平米_上海建发玖珑湾二手房成交房源(上海链家),385,47797,松江,泗泾,建发玖珑湾,2室2厅1厨1卫,低楼层(共16层),80.55㎡,平层,板楼,南,2016,精装,钢混结构,,一梯两户,有,商品房,普通住宅,暂无数据
崧泽华城秀景苑3室1厅79.96平米_上海崧泽华城秀景苑二手房成交房源(上海链家),270,33767,青浦,赵巷,崧泽华城秀景苑,3室1厅1厨1卫,高楼层(共11层),79.96㎡,平层,板楼,南,2014,精装,钢混结构,,十二梯三户,有,商品房,普通住宅,暂无数据
新世纪花苑(三期)(浦东)2室1厅90.19平米_上海新世纪花苑(三期)(浦东)二手房成交房源(上海链家),590,65418,浦东,世博,新世纪花苑(三期)(浦东),2室1厅1厨1卫,中楼层(共6层),90.19㎡,错层,板楼,南,2002,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
春申景城湖畔林语2室1厅70.32平米_上海春申景城湖畔林语二手房成交房源(上海链家),533,75797,闵行,春申,春申景城湖畔林语,2室1厅0厨1卫,中楼层(共17层),70.32㎡,平层,板楼,南北,2007,精装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
柳梁路55弄3室1厅45.93平米_上海柳梁路55弄二手房成交房源(上海链家),60,13064,嘉定,菊园新区,柳梁路55弄,3室1厅1厨1卫,中楼层(共18层),45.93㎡,暂无数据,塔楼,北,2013,简装,钢混结构,,三梯二十二户,有,商品房,商业办公类,暂无数据
海尚墅林苑2室2厅88.84平米_上海海尚墅林苑二手房成交房源(上海链家),130,14634,奉贤,海湾,海尚墅林苑,2室2厅1厨1卫,低楼层(共18层),88.84㎡,平层,板楼,南,2011,简装,钢混结构,,两梯四户,有,商品房,普通住宅,暂无数据
瑞冬小区2室1厅51.82平米_上海瑞冬小区二手房成交房源(上海链家),292,56349,长宁,北新泾,瑞冬小区,2室1厅0厨1卫,高楼层(共6层),51.82㎡,平层,板楼,南,1994,精装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
绿地香颂(奉贤)(公寓)2室1厅63.57平米_上海绿地香颂(奉贤)(公寓)二手房成交房源(上海链家),100,15731,奉贤,海湾,绿地香颂(奉贤)(公寓),2室1厅1厨1卫,低楼层(共8层),63.57㎡,平层,板楼,南北,2011,精装,钢混结构,,一梯四户,有,商品房,普通住宅,暂无数据
潍坊三村1室1厅33.13平米_上海潍坊三村二手房成交房源(上海链家),217,65500,浦东,潍坊,潍坊三村,1室1厅1厨1卫,中楼层(共5层),33.13㎡,暂无数据,板楼,南,1981,简装,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
金峰大厦3室1厅119平米_上海金峰大厦二手房成交房源(上海链家),620,52101,静安,不夜城,金峰大厦,3室1厅1厨1卫,高楼层(共29层),119㎡,暂无数据,塔楼,东,1996,简装,钢混结构,,三梯八户,有,商品房,普通住宅,暂无数据
秋月枫舍1室2厅66.54平米_上海秋月枫舍二手房成交房源(上海链家),545,81906,普陀,光新,秋月枫舍,1室2厅1厨1卫,中楼层(共25层),66.54㎡,平层,板楼,南,2004,精装,钢混结构,,两梯五户,有,商品房,普通住宅,暂无数据
大华一村1室1厅53.92平米_上海大华一村二手房成交房源(上海链家),235,43454,宝山,大华,大华一村,1室1厅1厨1卫,高楼层(共6层),53.92㎡,平层,板楼,南,1995,精装,砖混结构,,一梯两户,无,商品房,普通住宅,暂无数据
高兴花园1室1厅47.71平米_上海高兴花园二手房成交房源(上海链家),306,64138,闵行,春申,高兴花园,1室1厅1厨1卫,中楼层(共6层),47.71㎡,平层,板楼,南,1996,其他,砖混结构,,一梯四户,无,商品房,普通住宅,暂无数据
佳乐苑3室2厅124.34平米_上海佳乐苑二手房成交房源(上海链家),321,25817,青浦,夏阳,佳乐苑,3室2厅1厨2卫,高楼层(共6层),124.34㎡,暂无数据,板楼,南北,2005,精装,砖混结构,,一梯四户,暂无数据,动迁安置房,普通住宅,暂无数据
泰晤士小镇(公寓)2室2厅131平米_上海泰晤士小镇(公寓)二手房成交房源(上海链家),470,35878,松江,松江新城,泰晤士小镇(公寓),2室2厅1厨1卫,中楼层(共4层),131㎡,平层,板楼,南,未知,精装,钢混结构,,一梯两户,无,商品房,普通住宅,暂无数据
尚汇豪庭4室2厅172.27平米_上海尚汇豪庭二手房成交房源(上海链家),1850,107390,徐汇,田林,尚汇豪庭,4室2厅1厨2卫,低楼层(共35层),172.27㎡,暂无数据,板楼,南,2015,精装,钢混结构,,两梯两户,有,商品房,普通住宅,暂无数据
